app_name,price,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,Year
The Metronomicon - Chiptune Challenge Pack 1,1.99,522650,Puuba,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Civil War: 1862,9.99,532890,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0
Inklings,9.99,498720,Applepine Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016.0
Eon Altar: Episode 2 - Whispers in the Catacombs,6.99,477890,Flying Helmet Games,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Star Vikings Forever - Soundtrack,4.99,538860,Rogue Snail,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Riders of Icarus: Elite Grim Rider's Package,16.99,533600,WeMade,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2016.0
Graviteam Tactics: Croatian Legion,4.99,529690,Graviteam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016.0
Haunted Legends: The Queen of Spades Collector's Edition,9.99,533090,ERS G-Studios,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Laser Disco Defenders,9.99,452920,Out Of Bounds,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
A.V.A. Alliance of Valiant Arms™: Free Pack,0.0,539100,Red Duck Inc.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
A.V.A. Alliance of Valiant Arms™: Pointman Pack,19.99,539102,Red Duck Inc.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
A.V.A. Alliance of Valiant Arms™: Rifleman Pack,19.99,539103,Red Duck Inc.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
A.V.A. Alliance of Valiant Arms™: Sniper Pack,19.99,539104,Red Duck Inc.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
A.V.A. Alliance of Valiant Arms™: Starter Pack,9.99,539101,Red Duck Inc.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Disco Inferno - The Trammps,0.99,516710,Out Of Bounds,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
One Last Day - Scavenger weapons,0.0,539030,Bloodwolf Studio,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Aegis,2.99,530520,Innuendo Squad Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Aegis - OST,0.99,532610,Innuendo Squad Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
So Many Cubes,1.99,513590,exagongames,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0
Help Me Doctor,2.99,538560,AngryAngelGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016.0
ColecoVision Flashback,19.99,529860,AtGames,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0
THOTH,7.99,510620,Carlsen Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
The Challenge,10.99,496440,Atum Software,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Hyper Gods,8.99,423730,Ground Control Studios,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Overdriven Reloaded,5.99,495680,TOMAGameStudio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Unforgiving Trials: The Space Crusade,0.99,535760,Amaterasu Software,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
The Escape DLC,1.99,469780,"Kamil Szczepanik,Bartosz Zajkowski",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016.0
Tabletop Simulator - Spirits of the Rice Paddy,5.99,468724,"Berserk Games,Ape Games",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016.0
Mr.President!,4.99,507010,Game Developer X,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016.0
Scrap Garden - The Day Before,0.0,508390,"Egidijus Bachur,Alexey Davydov",0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Sleeping Valley,3.99,538590,White Dog,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
FourChords Guitar Karaoke - Chris Young Song Pack,2.99,538823,Musopia,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016.0
FourChords Guitar Karaoke - One Direction II Song Pack,7.99,538828,Musopia,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016.0
Major\Minor - Complete Edition,19.99,475490,Klace,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016.0
Zup! - DLC,0.0,542330,Quiet River,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Rise of the Tomb Raider 20 Year Celebration Pack,9.99,505540,Crystal Dynamics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Lil Big Invasion - Soundtrack,1.99,526020,Andreas Britten,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
BLUE REVOLVER Soundtrack,7.99,537670,Stellar Circle,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Sunless Sea - Zubmariner,10.99,452530,Failbetter Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
BLUE REVOLVER,14.99,439490,Stellar Circle,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Stellar Overload,19.99,397150,Cubical Drift,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Cards of Cthulhu,2.99,536040,Awoker Games,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Fields of Battle (Castles & Crusades),18.99,537890,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2016.0
Puzzle Cube,2.99,539460,ThinkOfGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Hidden Dimensions 3,0.0,531540,Stijn Van Cauter,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016.0
The Music of Hidden Dimensions 3,4.99,533840,Stijn Van Cauter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0
TS Marketplace: BR Saint & TPO Livery Pack Add-On,4.99,448203,Victory Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0
Smash Up: Conquer the bases with your factions,14.99,446540,"Nomad Games,VooFoo Studios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0
FSX Steam Edition: CSA SportCruiser Add-On,19.99,494523,Alabeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0
Mantis Burn Racing®,14.99,446100,VooFoo Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016.0
Along the Edge,12.99,504390,Nova-box,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Suppressed,2.99,541560,Zephyo,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Shards of Azuria,4.99,498340,Blue Potion Games,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
GoNNER,9.99,437570,Art in Heart,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Mystery Trackers: The Void Collector's Edition,9.99,527940,Elephant Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
GoNNER OST,3.99,533240,Art in Heart,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
POLYCRUSHER - Soundtrack,3.99,536850,Atomic Pond Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
BitMaster,2.99,514660,Vladimir Shlapak,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
POLYCRUSHER,9.99,517140,Atomic Pond Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Rubek,2.99,531740,Xigma Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Beneath The Cherry Trees / 桜の樹の下には,0.0,531200,Katsudou Mangaya,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
BoomTown! Deluxe,1.99,536750,Ish Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016.0
Feel The Snow,8.99,538100,Owlet,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2016.0
Shrouded in Sanity - Original Soundtrack,1.99,491640,Jamie Warne,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Manual Samuel,9.99,504130,Perfectly Paranormal,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
PuppetShow™: Mystery of Joyville,6.99,533060,ERS G Studios,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Tennis Elbow Manager,19.99,528110,Mana Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009.0
Stay Close,8.99,455120,Blind Bird,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
High Octane Drift,0.0,457330,Cruderocks,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2016.0
FootRock,0.99,497100,nobodyshot,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016.0
Glow,4.99,491830,Impetus Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Think To Die 2,0.0,539380,Felip Guimerà,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016.0
emoj.io,0.0,530900,"Hassey Enterprises, Inc.",0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2016.0
emoj.io - Beast Pack,0.99,538536,"Hassey Enterprises, Inc.",0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016.0
emoj.io - Animal Pack,0.99,538533,"Hassey Enterprises, Inc.",0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016.0
Final Quest II,0.99,540020,RPG Video,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Heroes & Generals,0.0,227940,Reto-Moto,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2016.0
TS Marketplace: ÖBB 1189 ‘Krokodil’ Loco Add-On,10.99,295196,Eisenbahnwerk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0
Project Starship OST,0.99,541830,xXarabonXx,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
The Whisperer in Darkness,2.99,435000,Nathaniel Nelson,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Tom Clancy's Rainbow Six® Siege - Rook The Crew,6.99,541400,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Crazy Machines 3,19.99,351920,Fakt Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016.0
Razortron 2000: Soundtrack,0.0,545170,NukGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016.0
Matt DiBenedetto Spotter Audio,0.0,538350,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016.0
Challenge Pack 2,0.99,539070,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016.0
Free Paint Schemes,0.0,540380,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016.0
Brett Griffin Spotter Audio,0.99,537400,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016.0
Paint Scheme Pack 2,4.99,537391,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016.0
Paint Scheme Pack 3,4.99,537392,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016.0
Karma. Incarnation 1,2.99,394700,AuraLab,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Arizona Rose and the Pirates' Riddles,9.99,537760,Anawiki Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Rocket Riot,9.99,460190,Codeglue,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
True Fear: Forsaken Souls,8.99,440420,Goblinz,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
The Infinite Black,0.0,489000,Spellbook,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2016.0
Dorke and Ymp,4.99,474810,"Norse,Piko Interactive",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015.0
Rocket Riot - Soundtrack by SonicPicnic,3.99,528220,SonicPicnic,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Sentinels of the Multiverse - Digital Foil Hero Collector's Pack,4.99,532620,Handelabra Games Inc.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016.0
A Quiver of Crows,14.99,347280,Sheado.net,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Stellar Overload - Sound Selection,0.0,543200,Cubical Drift,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Vision Runner,9.99,429480,Snowbit Interactive,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Russian SuperHero Dead Ivan,0.99,527770,Anatoliy Loginovskikh,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Bad Caterpillar,1.99,447950,Fun Infused Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Orwell: Keeping an Eye On You,9.99,491950,Osmotic Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016.0
Graveyard Shift,2.99,511190,"Galavalomka Games,Aslan Game Studio",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
The Metronomicon - Chiptune Challenge Pack 2,1.99,522652,Puuba,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Fantasy Grounds - C&C: A8 Forsaken Mountain,5.99,543730,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Darkwoulfe's Token Pack Volume 16,4.99,543840,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Darkwoulfe's Token Pack Volume 17,4.99,543860,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Darkwoulfe's Token Pack Volume 19,4.99,544490,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Darkwoulfe's Token Pack Volume 18,4.99,544120,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Darkwoulfe's Token Pack Volume 20,4.99,544890,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Hybrid Wars - Yana 'Tesla' Radovich,4.99,423000,Extreme Developers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Fantasy Grounds - Graemation: Other Dragons (Token Pack),2.99,544960,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Party Saboteurs,9.99,452320,The Glitch Factory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Slipstream: Heart of Steel (Savage Worlds),4.99,544850,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Trail of the Apprentice: The Thieves' Den,9.99,544210,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Fantasy Grounds - Mini-Dungeon Collection: Hobgoblin Lair (5E),2.99,544900,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
Slingshot people,0.99,542340,StalkerAlex,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016.0
Snake Cubed,0.99,360500,noggins,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Secrets of Magic: The Book of Spells,9.99,453780,Green Sauce Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Sid Meier’s Civilization® VI,59.99,289070,"Firaxis,Aspyr (Mac, Linux)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016.0
Green Ranch,5.99,493980,Palaplay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Harmonia - Theme Songs “Todoketai Melody” / “Towa no Hoshi e”,3.99,538720,VisualArts/Key,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015.0
Drift GEAR Racing Free,0.0,542780,Rock Crow,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2016.0
Hired Ops,9.99,374280,Absolut Soft LLC,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
WAR7,0.0,535440,CPsoft,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2016.0
Turmoil Original Soundtrack,0.0,539310,Gamious,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016.0
Trip to Vinelands,0.99,546090,Walter Machado,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Sluggish Morss: Days of the Purple Sun,0.99,546440,J. King-Spooner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Sky Break,9.99,405370,Farsky Interactive,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Space Click Miner - Ulitmate HD Clicker,1.99,546590,SimplexGameStudio,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Devilian - Labyrinth Pack,19.99,542610,Bluehole Ginno Games,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016.0
Devilian - Blasphemous Pack,49.99,542611,Bluehole Ginno Games,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016.0
Devilian - Nightmare Pack,0.0,542612,Bluehole Ginno Games,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016.0
Devilian - Tempest Pack,9.99,545260,Bluehole Ginno Games,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016.0
Galaxy Reavers: Flames-type Aircraft Carrier DLC,1.99,511131,Good Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0
Existence speed,0.99,537280,Kedexa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Hover Hazard,1.99,545470,David Mulder,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Haunted Hotel,6.99,533030,Special Bit,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Pixel Puzzles Ultimate - Puzzle Pack: Autumn,2.99,502842,DL Softworks,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016.0
Pixel Puzzles Ultimate - Puzzle Pack: Halloween,1.99,543811,DL Softworks,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016.0
12 orbits,1.99,529950,Roman Uhlig,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016.0
Kim,14.99,433400,The Secret Games Company,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016.0
Farming Simulator 17,24.99,447020,Giants Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016.0
Super Mixtape,12.99,486660,Polygrammatic Limited,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
League of Evil,7.99,491060,"Ratalaika Games S.L.,Woblyware",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Redirection,7.99,305760,Daniel Ratcliffe,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Ghostdream,5.99,545800,ArkHouse,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
BossConstructor,14.99,330100,Mirko Seithe,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016.0
DARK SOULS™ III - Ashes of Ariandel™,14.99,506970,"FromSoftware, Inc.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016.0
TV Trouble,0.0,539370,SUPERCORE Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
The Frontier,9.99,541760,Nikku Nomura,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016.0
Winning Putt: Golf Online,0.0,458960,"WEBZENONNET Co., Ltd.",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2016.0
Elite Dangerous: SRV Recon Pack,11.99,546320,Frontier Developments,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2016.0
Elite Dangerous: Eagle Variant Pack,12.99,546312,Frontier Developments,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2016.0
Elite Dangerous: Sidewinder Variant Pack,13.99,546311,Frontier Developments,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2016.0
Elite Dangerous: Cobra MK III Variant Pack,13.99,546310,Frontier Developments,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2016.0
Ginger: Beyond the Crystal,14.99,409520,Drakhar Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016.0
Halloween Forever,4.99,425650,Imaginary Monsters,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ- - Digital Soundtrack / デジタル・サウンドトラック,2.99,535971,"Nippon Ichi Software, Inc.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0
Hunting Unlimited 2011,9.99,545930,ARB Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010.0
htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ- - Digital Art Book / デジタル・アートブック,2.99,535970,"Nippon Ichi Software, Inc.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0
Big Buck Hunter Arcade,9.99,455700,GameMill Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2016.0
King's Quest - Chapter 5: The Good Knight,9.99,373491,The Odd Gentlemen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Damned Cold,4.99,543720,Unlikely Rogue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0
Slayaway Camp,8.99,530390,Blue Wizard Digital,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016.0
Conflict of Heroes: Ghost Divisions,14.99,530641,Western Civilization Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013.0
Oh...Sir!! The Insult Simulator,1.99,512250,Vile Monarch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016.0
Space Beret,0.99,547960,Amaterasu Software,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
How To Make Your Grandpa Happy,0.0,522280,Team Cat 'n Mice,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0
Fantasy Grounds - Adventure Pack: Thieves Guild (Map and Token Pack),4.99,548750,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016.0
